discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_full_name,country_name,country_code,country_3_letter_code,year,olympic_location,participant_title_cleaned
Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,Stefania CONSTANTINI,Italy,IT,ITA,2022,beijing,Italy
Curling,beijing-2022,Mixed Doubles,Mixed,GOLD,GameTeam,Italy,Amos MOSANER,Italy,IT,ITA,2022,beijing,Italy
Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,Kristin SKASLIEN,Norway,NO,NOR,2022,beijing,Norway
Curling,beijing-2022,Mixed Doubles,Mixed,SILVER,GameTeam,Norway,Magnus NEDREGOTTEN,Norway,NO,NOR,2022,beijing,Norway
Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,Almida DE VAL,Sweden,SE,SWE,2022,beijing,Sweden
Curling,beijing-2022,Mixed Doubles,Mixed,BRONZE,GameTeam,Sweden,Oskar ERIKSSON,Sweden,SE,SWE,2022,beijing,Sweden
Curling,beijing-2022,Women,Women,GOLD,GameTeam,Great Britain,NA,Great Britain,GB,GBR,2022,beijing,Great Britain
Curling,beijing-2022,Women,Women,SILVER,GameTeam,Japan,NA,Japan,JP,JPN,2022,beijing,Japan
Curling,beijing-2022,Women,Women,BRONZE,GameTeam,Sweden,NA,Sweden,SE,SWE,2022,beijing,Sweden
Curling,beijing-2022,Men,Men,GOLD,GameTeam,Sweden,NA,Sweden,SE,SWE,2022,beijing,Sweden
Curling,beijing-2022,Men,Men,SILVER,GameTeam,Great Britain,NA,Great Britain,GB,GBR,2022,beijing,Great Britain
Curling,beijing-2022,Men,Men,BRONZE,GameTeam,Canada,NA,Canada,CA,CAN,2022,beijing,Canada
Freestyle Skiing,beijing-2022,Men's Moguls,Men,SILVER,Athlete,NA,Mikael KINGSBURY,Canada,CA,CAN,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Moguls,Men,GOLD,Athlete,NA,Walter WALLBERG,Sweden,SE,SWE,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Moguls,Men,BRONZE,Athlete,NA,Ikuma HORISHIMA,Japan,JP,JPN,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,GOLD,Athlete,NA,Nico PORTEOUS,New Zealand,NZ,NZL,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,SILVER,Athlete,NA,David WISE,United States of America,US,USA,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Freeski Halfpipe,Men,BRONZE,Athlete,NA,Alex FERREIRA,United States of America,US,USA,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,BRONZE,Athlete,NA,Henrik HARLAUT,Sweden,SE,SWE,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,GOLD,Athlete,NA,Birk RUUD,Norway,NO,NOR,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Freeski Big Air,Men,SILVER,Athlete,NA,Colby STEVENSON,United States of America,US,USA,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,BRONZE,Athlete,NA,Sergey RIDZIK,ROC,ROC,ROC,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,SILVER,Athlete,NA,Alex FIVA,Switzerland,CH,SUI,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Ski Cross,Men,GOLD,Athlete,NA,Ryan REGEZ,Switzerland,CH,SUI,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,BRONZE,Athlete,NA,Mathilde GREMAUD,Switzerland,CH,SUI,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,GOLD,Athlete,NA,Ailing Eileen GU,People's Republic of China,CN,CHN,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Freeski Big Air,Women,SILVER,Athlete,NA,Tess LEDEUX,France,FR,FRA,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Moguls,Women,SILVER,Athlete,NA,Jaelin KAUF,United States of America,US,USA,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Moguls,Women,GOLD,Athlete,NA,Jakara ANTHONY,Australia,AU,AUS,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Moguls,Women,BRONZE,Athlete,NA,Anastasiia SMIRNOVA,ROC,ROC,ROC,2022,beijing,NA
Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,GOLD,GameTeam,United States,NA,United States of America,US,USA,2022,beijing,United States
Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,SILVER,GameTeam,China,NA,People's Republic of China,CN,CHN,2022,beijing,China
Freestyle Skiing,beijing-2022,Mixed Team Aerials,Mixed,BRONZE,GameTeam,Canada,NA,Canada,CA,CAN,2022,beijing,Canada
Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,SILVER,Athlete,NA,Marielle THOMPSON,Canada,CA,CAN,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,GOLD,Athlete,NA,Sandra NAESLUND,Sweden,SE,SWE,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Ski Cross,Women,BRONZE,Athlete,NA,Daniela MAIER,Germany,DE,GER,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Aerials,Men,BRONZE,Athlete,NA,Ilia BUROV,ROC,ROC,ROC,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Aerials,Men,GOLD,Athlete,NA,Guangpu QI,People's Republic of China,CN,CHN,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Aerials,Men,SILVER,Athlete,NA,Oleksandr ABRAMENKO,Ukraine,UA,UKR,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Aerials,Women,SILVER,Athlete,NA,Hanna HUSKOVA,Belarus,BY,BLR,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Aerials,Women,GOLD,Athlete,NA,Mengtao XU,People's Republic of China,CN,CHN,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Aerials,Women,BRONZE,Athlete,NA,Megan NICK,United States of America,US,USA,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,SILVER,Athlete,NA,Cassie SHARPE,Canada,CA,CAN,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,GOLD,Athlete,NA,Ailing Eileen GU,People's Republic of China,CN,CHN,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Freeski Halfpipe,Women,BRONZE,Athlete,NA,Rachel KARKER,Canada,CA,CAN,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,SILVER,Athlete,NA,Ailing Eileen GU,People's Republic of China,CN,CHN,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,GOLD,Athlete,NA,Mathilde GREMAUD,Switzerland,CH,SUI,2022,beijing,NA
Freestyle Skiing,beijing-2022,Women's Freeski Slopestyle,Women,BRONZE,Athlete,NA,Kelly SILDARU,Estonia,EE,EST,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,SILVER,Athlete,NA,Nicholas GOEPPER,United States of America,US,USA,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,BRONZE,Athlete,NA,Jesper TJADER,Sweden,SE,SWE,2022,beijing,NA
Freestyle Skiing,beijing-2022,Men's Freeski Slopestyle,Men,GOLD,Athlete,NA,Alexander HALL,United States of America,US,USA,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Women's 500m,Women,SILVER,Athlete,NA,Suzanne SCHULTING,Netherlands,NL,NED,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Women's 500m,Women,BRONZE,Athlete,NA,Kim BOUTIN,Canada,CA,CAN,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Women's 500m,Women,GOLD,Athlete,NA,Arianna FONTANA,Italy,IT,ITA,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Men's 500m,Men,BRONZE,Athlete,NA,Steven DUBOIS,Canada,CA,CAN,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Men's 500m,Men,GOLD,Athlete,NA,Shaoang LIU,Hungary,HU,HUN,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Men's 500m,Men,SILVER,Athlete,NA,Konstantin IVLIEV,ROC,ROC,ROC,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,GOLD,GameTeam,Canada,NA,Canada,CA,CAN,2022,beijing,Canada
Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,SILVER,GameTeam,Republic of Korea,NA,Republic of Korea,KR,KOR,2022,beijing,Republic of Korea
Short Track Speed Skating,beijing-2022,Men's 5000m Relay,Men,BRONZE,GameTeam,Italy,NA,Italy,IT,ITA,2022,beijing,Italy
Short Track Speed Skating,beijing-2022,Team Relay,Mixed,GOLD,GameTeam,People's Republic of China,NA,People's Republic of China,CN,CHN,2022,beijing,People s Republic of China
Short Track Speed Skating,beijing-2022,Team Relay,Mixed,SILVER,GameTeam,Italy,NA,Italy,IT,ITA,2022,beijing,Italy
Short Track Speed Skating,beijing-2022,Team Relay,Mixed,BRONZE,GameTeam,Hungary,NA,Hungary,HU,HUN,2022,beijing,Hungary
Short Track Speed Skating,beijing-2022,Men's 1500m,Men,BRONZE,Athlete,NA,Semen ELISTRATOV,ROC,ROC,ROC,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Men's 1500m,Men,GOLD,Athlete,NA,Daeheon HWANG,Republic of Korea,KR,KOR,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Men's 1500m,Men,SILVER,Athlete,NA,Steven DUBOIS,Canada,CA,CAN,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Men's 1000m,Men,GOLD,Athlete,NA,Ziwei REN,People's Republic of China,CN,CHN,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Men's 1000m,Men,SILVER,Athlete,NA,Wenlong LI,People's Republic of China,CN,CHN,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Men's 1000m,Men,BRONZE,Athlete,NA,Shaoang LIU,Hungary,HU,HUN,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,GOLD,GameTeam,Netherlands,NA,Netherlands,NL,NED,2022,beijing,Netherlands
Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,SILVER,GameTeam,Republic of Korea,NA,Republic of Korea,KR,KOR,2022,beijing,Republic of Korea
Short Track Speed Skating,beijing-2022,Women's 3000m Relay,Women,BRONZE,GameTeam,People's Republic of China,NA,People's Republic of China,CN,CHN,2022,beijing,People s Republic of China
Short Track Speed Skating,beijing-2022,Women's 1000m,Women,GOLD,Athlete,NA,Suzanne SCHULTING,Netherlands,NL,NED,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Women's 1000m,Women,SILVER,Athlete,NA,Minjeong CHOI,Republic of Korea,KR,KOR,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Women's 1000m,Women,BRONZE,Athlete,NA,Hanne DESMET,Belgium,BE,BEL,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Women's 1500m,Women,GOLD,Athlete,NA,Minjeong CHOI,Republic of Korea,KR,KOR,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Women's 1500m,Women,BRONZE,Athlete,NA,Suzanne SCHULTING,Netherlands,NL,NED,2022,beijing,NA
Short Track Speed Skating,beijing-2022,Women's 1500m,Women,SILVER,Athlete,NA,Arianna FONTANA,Italy,IT,ITA,2022,beijing,NA
Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,SILVER,Athlete,NA,Queralt CASTELLET,Spain,ES,ESP,2022,beijing,NA
Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,BRONZE,Athlete,NA,Sena TOMITA,Japan,JP,JPN,2022,beijing,NA
Snowboard,beijing-2022,Women's Snowboard Halfpipe,Women,GOLD,Athlete,NA,Chloe KIM,United States of America,US,USA,2022,beijing,NA
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,United States of America 1,Nick BAUMGARTNER,United States of America,US,USA,2022,beijing,United States of America
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,GOLD,GameTeam,United States of America 1,Lindsey JACOBELLIS,United States of America,US,USA,2022,beijing,United States of America
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy 1,Omar VISINTIN,Italy,IT,ITA,2022,beijing,Italy
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,SILVER,GameTeam,Italy 1,Michela MOIOLI,Italy,IT,ITA,2022,beijing,Italy
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada 1,Eliot GRONDIN,Canada,CA,CAN,2022,beijing,Canada
Snowboard,beijing-2022,Mixed Team Snowboard Cross,Mixed,BRONZE,GameTeam,Canada 1,Meryeta ODINE,Canada,CA,CAN,2022,beijing,Canada
Snowboard,beijing-2022,Women's Snowboard Cross,Women,BRONZE,Athlete,NA,Meryeta ODINE,Canada,CA,CAN,2022,beijing,NA
Snowboard,beijing-2022,Women's Snowboard Cross,Women,SILVER,Athlete,NA,Chloe TRESPEUCH,France,FR,FRA,2022,beijing,NA
Snowboard,beijing-2022,Women's Snowboard Cross,Women,GOLD,Athlete,NA,Lindsey JACOBELLIS,United States of America,US,USA,2022,beijing,NA
Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,SILVER,Athlete,NA,Tim MASTNAK,Slovenia,SI,SLO,2022,beijing,NA
Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,GOLD,Athlete,NA,Benjamin KARL,Austria,AT,AUT,2022,beijing,NA
Snowboard,beijing-2022,Men's Parallel Giant Slalom,Men,BRONZE,Athlete,NA,Vic WILD,ROC,ROC,ROC,2022,beijing,NA
Snowboard,beijing-2022,Women's Snowboard Big Air,Women,BRONZE,Athlete,NA,Kokomo MURASE,Japan,JP,JPN,2022,beijing,NA
Snowboard,beijing-2022,Women's Snowboard Big Air,Women,SILVER,Athlete,NA,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL,2022,beijing,NA
Snowboard,beijing-2022,Women's Snowboard Big Air,Women,GOLD,Athlete,NA,Anna GASSER,Austria,AT,AUT,2022,beijing,NA
Snowboard,beijing-2022,Men's Snowboard Cross,Men,BRONZE,Athlete,NA,Omar VISINTIN,Italy,IT,ITA,2022,beijing,NA
Snowboard,beijing-2022,Men's Snowboard Cross,Men,SILVER,Athlete,NA,Eliot GRONDIN,Canada,CA,CAN,2022,beijing,NA
Snowboard,beijing-2022,Men's Snowboard Cross,Men,GOLD,Athlete,NA,Alessandro HAEMMERLE,Austria,AT,AUT,2022,beijing,NA
Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,GOLD,Athlete,NA,Max PARROT,Canada,CA,CAN,2022,beijing,NA
Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,SILVER,Athlete,NA,Yiming SU,People's Republic of China,CN,CHN,2022,beijing,NA
Snowboard,beijing-2022,Men's Snowboard Slopestyle,Men,BRONZE,Athlete,NA,Mark MCMORRIS,Canada,CA,CAN,2022,beijing,NA
Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,BRONZE,Athlete,NA,Jan SCHERRER,Switzerland,CH,SUI,2022,beijing,NA
Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,GOLD,Athlete,NA,Ayumu HIRANO,Japan,JP,JPN,2022,beijing,NA
Snowboard,beijing-2022,Men's Snowboard Halfpipe,Men,SILVER,Athlete,NA,Scotty JAMES,Australia,AU,AUS,2022,beijing,NA
Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,BRONZE,Athlete,NA,Tess COADY,Australia,AU,AUS,2022,beijing,NA
Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,SILVER,Athlete,NA,Julia MARINO,United States of America,US,USA,2022,beijing,NA
Snowboard,beijing-2022,Women's Snowboard Slopestyle,Women,GOLD,Athlete,NA,Zoi SADOWSKI SYNNOTT,New Zealand,NZ,NZL,2022,beijing,NA
Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,SILVER,Athlete,NA,Daniela ULBING,Austria,AT,AUT,2022,beijing,NA
Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,GOLD,Athlete,NA,Ester LEDECKA,Czech Republic,CZ,CZE,2022,beijing,NA
Snowboard,beijing-2022,Women's Parallel Giant Slalom,Women,BRONZE,Athlete,NA,Gloria KOTNIK,Slovenia,SI,SLO,2022,beijing,NA
Snowboard,beijing-2022,Men's Snowboard Big Air,Men,SILVER,Athlete,NA,Mons ROISLAND,Norway,NO,NOR,2022,beijing,NA
Snowboard,beijing-2022,Men's Snowboard Big Air,Men,GOLD,Athlete,NA,Yiming SU,People's Republic of China,CN,CHN,2022,beijing,NA
Snowboard,beijing-2022,Men's Snowboard Big Air,Men,BRONZE,Athlete,NA,Max PARROT,Canada,CA,CAN,2022,beijing,NA
Ski Jumping,beijing-2022,Men's Team,Men,GOLD,GameTeam,Austria,NA,Austria,AT,AUT,2022,beijing,Austria
Ski Jumping,beijing-2022,Men's Team,Men,SILVER,GameTeam,Slovenia,NA,Slovenia,SI,SLO,2022,beijing,Slovenia
Ski Jumping,beijing-2022,Men's Team,Men,BRONZE,GameTeam,Germany,NA,Germany,DE,GER,2022,beijing,Germany
Ski Jumping,beijing-2022,Men's LH Individual,Men,GOLD,Athlete,NA,Marius LINDVIK,Norway,NO,NOR,2022,beijing,NA
Ski Jumping,beijing-2022,Men's LH Individual,Men,SILVER,Athlete,NA,Ryoyu KOBAYASHI,Japan,JP,JPN,2022,beijing,NA
Ski Jumping,beijing-2022,Men's LH Individual,Men,BRONZE,Athlete,NA,Karl GEIGER,Germany,DE,GER,2022,beijing,NA
Ski Jumping,beijing-2022,Mixed Team,Mixed,GOLD,GameTeam,Slovenia,NA,Slovenia,SI,SLO,2022,beijing,Slovenia
Ski Jumping,beijing-2022,Mixed Team,Mixed,SILVER,GameTeam,ROC,NA,ROC,ROC,ROC,2022,beijing,ROC
Ski Jumping,beijing-2022,Mixed Team,Mixed,BRONZE,GameTeam,Canada,NA,Canada,CA,CAN,2022,beijing,Canada
Ski Jumping,beijing-2022,Women's NH Individual,Women,SILVER,Athlete,NA,Katharina ALTHAUS,Germany,DE,GER,2022,beijing,NA
Ski Jumping,beijing-2022,Women's NH Individual,Women,GOLD,Athlete,NA,Ursa BOGATAJ,Slovenia,SI,SLO,2022,beijing,NA
Ski Jumping,beijing-2022,Women's NH Individual,Women,BRONZE,Athlete,NA,Nika KRIZNAR,Slovenia,SI,SLO,2022,beijing,NA
Ski Jumping,beijing-2022,Men's NH Individual,Men,BRONZE,Athlete,NA,Dawid KUBACKI,Poland,PL,POL,2022,beijing,NA
Ski Jumping,beijing-2022,Men's NH Individual,Men,SILVER,Athlete,NA,Manuel FETTNER,Austria,AT,AUT,2022,beijing,NA
Ski Jumping,beijing-2022,Men's NH Individual,Men,GOLD,Athlete,NA,Ryoyu KOBAYASHI,Japan,JP,JPN,2022,beijing,NA
Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,ROC,Mark KONDRATIUK,ROC,ROC,ROC,2022,beijing,ROC
Figure skating,beijing-2022,Team Event,Mixed,GOLD,GameTeam,ROC,Kamila VALIEVA,ROC,ROC,ROC,2022,beijing,ROC
Figure skating,beijing-2022,Team Event,Mixed,SILVER,GameTeam,United States of America,NA,United States of America,US,USA,2022,beijing,United States of America
Figure skating,beijing-2022,Team Event,Mixed,BRONZE,GameTeam,Japan,NA,Japan,JP,JPN,2022,beijing,Japan
Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,SUI Wenjing / HAN Cong,Wenjing SUI,People's Republic of China,CN,CHN,2022,beijing,SUI Wenjing HAN Cong
Figure skating,beijing-2022,Pair Skating,Mixed,GOLD,GameTeam,SUI Wenjing / HAN Cong,Cong HAN,People's Republic of China,CN,CHN,2022,beijing,SUI Wenjing HAN Cong
Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,Evgenia TARASOVA,ROC,ROC,ROC,2022,beijing,TARASOVA Evgenia MOROZOV Vladimir
Figure skating,beijing-2022,Pair Skating,Mixed,SILVER,GameTeam,TARASOVA Evgenia / MOROZOV Vladimir,Vladimir MOROZOV,ROC,ROC,ROC,2022,beijing,TARASOVA Evgenia MOROZOV Vladimir
Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,Anastasia MISHINA,ROC,ROC,ROC,2022,beijing,MISHINA Anastasia GALLIAMOV Aleksandr
Figure skating,beijing-2022,Pair Skating,Mixed,BRONZE,GameTeam,MISHINA Anastasia / GALLIAMOV Aleksandr,Aleksandr GALLIAMOV,ROC,ROC,ROC,2022,beijing,MISHINA Anastasia GALLIAMOV Aleksandr
Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,Gabriella PAPADAKIS,France,FR,FRA,2022,beijing,PAPADAKIS Gabriella CIZERON Guillaume
Figure skating,beijing-2022,Ice Dance,Mixed,GOLD,GameTeam,PAPADAKIS Gabriella / CIZERON Guillaume,Guillaume CIZERON,France,FR,FRA,2022,beijing,PAPADAKIS Gabriella CIZERON Guillaume
Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,Victoria SINITSINA,ROC,ROC,ROC,2022,beijing,SINITSINA Victoria KATSALAPOV Nikita
Figure skating,beijing-2022,Ice Dance,Mixed,SILVER,GameTeam,SINITSINA Victoria / KATSALAPOV Nikita,Nikita KATSALAPOV,ROC,ROC,ROC,2022,beijing,SINITSINA Victoria KATSALAPOV Nikita
Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,HUBBELL Madison / DONOHUE Zachary,Madison HUBBELL,United States of America,US,USA,2022,beijing,HUBBELL Madison DONOHUE Zachary
Figure skating,beijing-2022,Ice Dance,Mixed,BRONZE,GameTeam,HUBBELL Madison / DONOHUE Zachary,Zachary DONOHUE,United States of America,US,USA,2022,beijing,HUBBELL Madison DONOHUE Zachary
Figure skating,beijing-2022,Women Single Skating,Women,GOLD,Athlete,NA,Anna SHCHERBAKOVA,ROC,ROC,ROC,2022,beijing,NA
Figure skating,beijing-2022,Women Single Skating,Women,SILVER,Athlete,NA,Alexandra Trusova,ROC,ROC,ROC,2022,beijing,NA
Figure skating,beijing-2022,Women Single Skating,Women,BRONZE,Athlete,NA,Kaori SAKAMOTO,Japan,JP,JPN,2022,beijing,NA
Figure skating,beijing-2022,Men Single Skating,Men,BRONZE,Athlete,NA,Shoma UNO,Japan,JP,JPN,2022,beijing,NA
Figure skating,beijing-2022,Men Single Skating,Men,GOLD,Athlete,NA,Nathan CHEN,United States of America,US,USA,2022,beijing,NA
Figure skating,beijing-2022,Men Single Skating,Men,SILVER,Athlete,NA,Yuma KAGIYAMA,Japan,JP,JPN,2022,beijing,NA
Luge,beijing-2022,Team Relay,Mixed,GOLD,GameTeam,Germany,NA,Germany,DE,GER,2022,beijing,Germany
Luge,beijing-2022,Team Relay,Mixed,SILVER,GameTeam,Austria,NA,Austria,AT,AUT,2022,beijing,Austria
Luge,beijing-2022,Team Relay,Mixed,BRONZE,GameTeam,Latvia,NA,Latvia,LV,LAT,2022,beijing,Latvia
Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,WENDL Tobias / ARLT Tobias,Tobias WENDL,Germany,DE,GER,2022,beijing,WENDL Tobias ARLT Tobias
Luge,beijing-2022,Doubles,Open,GOLD,GameTeam,WENDL Tobias / ARLT Tobias,Tobias ARLT,Germany,DE,GER,2022,beijing,WENDL Tobias ARLT Tobias
Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,EGGERT Toni / BENECKEN Sascha,Toni EGGERT,Germany,DE,GER,2022,beijing,EGGERT Toni BENECKEN Sascha
Luge,beijing-2022,Doubles,Open,SILVER,GameTeam,EGGERT Toni / BENECKEN Sascha,Sascha BENECKEN,Germany,DE,GER,2022,beijing,EGGERT Toni BENECKEN Sascha
Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,STEU Thomas / KOLLER Lorenz,Thomas STEU,Austria,AT,AUT,2022,beijing,STEU Thomas KOLLER Lorenz
Luge,beijing-2022,Doubles,Open,BRONZE,GameTeam,STEU Thomas / KOLLER Lorenz,Lorenz KOLLER,Austria,AT,AUT,2022,beijing,STEU Thomas KOLLER Lorenz
Luge,beijing-2022,Men's Singles,Men,SILVER,Athlete,NA,Wolfgang KINDL,Austria,AT,AUT,2022,beijing,NA
Luge,beijing-2022,Men's Singles,Men,GOLD,Athlete,NA,Johannes LUDWIG,Germany,DE,GER,2022,beijing,NA
Luge,beijing-2022,Men's Singles,Men,BRONZE,Athlete,NA,Dominik FISCHNALLER,Italy,IT,ITA,2022,beijing,NA
Luge,beijing-2022,Women's Singles,Women,SILVER,Athlete,NA,Anna BERREITER,Germany,DE,GER,2022,beijing,NA
Luge,beijing-2022,Women's Singles,Women,BRONZE,Athlete,NA,Tatyana IVANOVA,ROC,ROC,ROC,2022,beijing,NA
Luge,beijing-2022,Women's Singles,Women,GOLD,Athlete,NA,Natalie GEISENBERGER,Germany,DE,GER,2022,beijing,NA
Ice Hockey,beijing-2022,Men,Men,GOLD,GameTeam,Finland,NA,Finland,FI,FIN,2022,beijing,Finland
Ice Hockey,beijing-2022,Men,Men,SILVER,GameTeam,ROC,NA,ROC,ROC,ROC,2022,beijing,ROC
Ice Hockey,beijing-2022,Men,Men,BRONZE,GameTeam,Slovakia,NA,Slovakia,SK,SVK,2022,beijing,Slovakia
Ice Hockey,beijing-2022,Women,Women,GOLD,GameTeam,Canada,NA,Canada,CA,CAN,2022,beijing,Canada
Ice Hockey,beijing-2022,Women,Women,SILVER,GameTeam,United States,NA,United States of America,US,USA,2022,beijing,United States
Ice Hockey,beijing-2022,Women,Women,BRONZE,GameTeam,Finland,NA,Finland,FI,FIN,2022,beijing,Finland
Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,GOLD,Athlete,NA,Quentin FILLON MAILLET,France,FR,FRA,2022,beijing,NA
Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,SILVER,Athlete,NA,Tarjei BOE,Norway,NO,NOR,2022,beijing,NA
Biathlon,beijing-2022,Men's 12.5km Pursuit,Men,BRONZE,Athlete,NA,Eduard LATYPOV,ROC,ROC,ROC,2022,beijing,NA
Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,GOLD,GameTeam,Norway,NA,Norway,NO,NOR,2022,beijing,Norway
Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,SILVER,GameTeam,France,NA,France,FR,FRA,2022,beijing,France
Biathlon,beijing-2022,Mixed Relay 4x6km (W+M),Mixed,BRONZE,GameTeam,ROC,NA,ROC,ROC,ROC,2022,beijing,ROC
Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,SILVER,Athlete,NA,Tiril ECKHOFF,Norway,NO,NOR,2022,beijing,NA
Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,GOLD,Athlete,NA,Justine BRAISAZ,France,FR,FRA,2022,beijing,NA
Biathlon,beijing-2022,Women's 12.5km Mass Start,Women,BRONZE,Athlete,NA,Marte Olsbu ROEISELAND,Norway,NO,NOR,2022,beijing,NA
