discipline_title,slug_game,event_title,event_gender,medal_type,participant_type,participant_title,athlete_full_name,country_name,country_code,country_3_letter_code,year,olympic_location,participant_title_cleaned
Athletics,athens-2004,200m women,Women,BRONZE,Athlete,NA,Debbie FERGUSON-MCKENZIE,Bahamas,BS,BAH,2004,athens,NA
Athletics,athens-2004,shot put women,Women,GOLD,Athlete,NA,Yumileidi CUMBA,Cuba,CU,CUB,2004,athens,NA
Athletics,athens-2004,shot put women,Women,SILVER,Athlete,NA,Nadine KLEINERT,Germany,DE,GER,2004,athens,NA
Athletics,athens-2004,4x400m relay men,Men,GOLD,GameTeam,United States team,NA,United States of America,US,USA,2004,athens,United States team
Athletics,athens-2004,4x400m relay men,Men,SILVER,GameTeam,Australia team,NA,Australia,AU,AUS,2004,athens,Australia team
Athletics,athens-2004,4x400m relay men,Men,BRONZE,GameTeam,Nigeria team,NA,Nigeria,NG,NGR,2004,athens,Nigeria team
Athletics,athens-2004,pole vault women,Women,GOLD,Athlete,NA,Yelena ISINBAEVA,Russian Federation,RU,RUS,2004,athens,NA
Athletics,athens-2004,pole vault women,Women,SILVER,Athlete,NA,Svetlana FEOFANOVA,Russian Federation,RU,RUS,2004,athens,NA
Athletics,athens-2004,pole vault women,Women,BRONZE,Athlete,NA,Anna ROGOWSKA,Poland,PL,POL,2004,athens,NA
Athletics,athens-2004,10000m women,Women,GOLD,Athlete,NA,Huina XING,People's Republic of China,CN,CHN,2004,athens,NA
Athletics,athens-2004,10000m women,Women,SILVER,Athlete,NA,Ejegayehu DIBABA,Ethiopia,ET,ETH,2004,athens,NA
Athletics,athens-2004,10000m women,Women,BRONZE,Athlete,NA,Derartu TULU,Ethiopia,ET,ETH,2004,athens,NA
Athletics,athens-2004,800m women,Women,GOLD,Athlete,NA,Kelly HOLMES,Great Britain,GB,GBR,2004,athens,NA
Athletics,athens-2004,800m women,Women,SILVER,Athlete,NA,Hasna BENHASSI,Morocco,MA,MAR,2004,athens,NA
Athletics,athens-2004,800m women,Women,BRONZE,Athlete,NA,Jolanda CEPLAK,Slovenia,SI,SLO,2004,athens,NA
Athletics,athens-2004,high jump women,Women,GOLD,Athlete,NA,Elena SLESARENKO,Russian Federation,RU,RUS,2004,athens,NA
Athletics,athens-2004,high jump women,Women,SILVER,Athlete,NA,Hestrie CLOETE,South Africa,ZA,RSA,2004,athens,NA
Athletics,athens-2004,high jump women,Women,BRONZE,Athlete,NA,Vita STYOPINA,Ukraine,UA,UKR,2004,athens,NA
Athletics,athens-2004,100m men,Men,GOLD,Athlete,NA,Justin GATLIN,United States of America,US,USA,2004,athens,NA
Athletics,athens-2004,100m men,Men,SILVER,Athlete,NA,Francis OBIKWELU,Portugal,PT,POR,2004,athens,NA
Athletics,athens-2004,100m men,Men,BRONZE,Athlete,NA,Maurice GREENE,United States of America,US,USA,2004,athens,NA
Athletics,athens-2004,discus throw women,Women,GOLD,Athlete,NA,Natalya SADOVA,Russian Federation,RU,RUS,2004,athens,NA
Athletics,athens-2004,discus throw women,Women,SILVER,Athlete,NA,Anastasia KELESIDOU,Greece,GR,GRE,2004,athens,NA
Athletics,athens-2004,discus throw women,Women,BRONZE,Athlete,NA,Vera POSPISILOVA-CECHLOVA,Czech Republic,CZ,CZE,2004,athens,NA
Athletics,athens-2004,100m women,Women,GOLD,Athlete,NA,Yuliya NESTSIARENKA,Belarus,BY,BLR,2004,athens,NA
Athletics,athens-2004,100m women,Women,SILVER,Athlete,NA,Lauryn WILLIAMS,United States of America,US,USA,2004,athens,NA
Athletics,athens-2004,100m women,Women,BRONZE,Athlete,NA,Veronica Campbell-Brown,Jamaica,JM,JAM,2004,athens,NA
Athletics,athens-2004,decathlon men,Men,GOLD,Athlete,NA,Roman SEBRLE,Czech Republic,CZ,CZE,2004,athens,NA
Athletics,athens-2004,decathlon men,Men,SILVER,Athlete,NA,Bryan CLAY,United States of America,US,USA,2004,athens,NA
Athletics,athens-2004,decathlon men,Men,BRONZE,Athlete,NA,Dmitriy KARPOV,Kazakhstan,KZ,KAZ,2004,athens,NA
Athletics,athens-2004,5000m women,Women,GOLD,Athlete,NA,Meseret DEFAR,Ethiopia,ET,ETH,2004,athens,NA
Athletics,athens-2004,5000m women,Women,SILVER,Athlete,NA,Isabella OCHICHI,Kenya,KE,KEN,2004,athens,NA
Athletics,athens-2004,5000m women,Women,BRONZE,Athlete,NA,Tirunesh DIBABA,Ethiopia,ET,ETH,2004,athens,NA
Athletics,athens-2004,4x100m relay women,Women,GOLD,GameTeam,Jamaica team,NA,Jamaica,JM,JAM,2004,athens,Jamaica team
Athletics,athens-2004,4x100m relay women,Women,SILVER,GameTeam,Russian Federation team,NA,Russian Federation,RU,RUS,2004,athens,Russian Federation team
Athletics,athens-2004,4x100m relay women,Women,BRONZE,GameTeam,France team,NA,France,FR,FRA,2004,athens,France team
Athletics,athens-2004,100m hurdles women,Women,GOLD,Athlete,NA,Joanna HAYES,United States of America,US,USA,2004,athens,NA
Athletics,athens-2004,100m hurdles women,Women,SILVER,Athlete,NA,Olena Ovcharova-Krasovska,Ukraine,UA,UKR,2004,athens,NA
Athletics,athens-2004,100m hurdles women,Women,BRONZE,Athlete,NA,Melissa MORRISON,United States of America,US,USA,2004,athens,NA
Athletics,athens-2004,200m men,Men,GOLD,Athlete,NA,Shawn CRAWFORD,United States of America,US,USA,2004,athens,NA
Athletics,athens-2004,200m men,Men,SILVER,Athlete,NA,Bernard WILLIAMS,United States of America,US,USA,2004,athens,NA
Athletics,athens-2004,200m men,Men,BRONZE,Athlete,NA,Justin GATLIN,United States of America,US,USA,2004,athens,NA
Athletics,athens-2004,5000m men,Men,GOLD,Athlete,NA,Hicham EL GUERROUJ,Morocco,MA,MAR,2004,athens,NA
Athletics,athens-2004,5000m men,Men,SILVER,Athlete,NA,Kenenisa BEKELE,Ethiopia,ET,ETH,2004,athens,NA
Athletics,athens-2004,5000m men,Men,BRONZE,Athlete,NA,Eliud KIPCHOGE,Kenya,KE,KEN,2004,athens,NA
Athletics,athens-2004,heptathlon women,Women,GOLD,Athlete,NA,Carolina KLUFT,Sweden,SE,SWE,2004,athens,NA
Athletics,athens-2004,heptathlon women,Women,SILVER,Athlete,NA,Austra SKUJYTE,Lithuania,LT,LTU,2004,athens,NA
Athletics,athens-2004,heptathlon women,Women,BRONZE,Athlete,NA,Kelly SOTHERTON,Great Britain,GB,GBR,2004,athens,NA
Athletics,athens-2004,discus throw men,Men,GOLD,Athlete,NA,Virgilijus ALEKNA,Lithuania,LT,LTU,2004,athens,NA
Athletics,athens-2004,discus throw men,Men,SILVER,Athlete,NA,Zoltan KOVAGO,Hungary,HU,HUN,2004,athens,NA
Athletics,athens-2004,discus throw men,Men,BRONZE,Athlete,NA,Aleksander TAMMERT,Estonia,EE,EST,2004,athens,NA
Trampoline,athens-2004,Individual women,Women,GOLD,Athlete,NA,Anna DOGONADZE-LILKENDEY,Germany,DE,GER,2004,athens,NA
Trampoline,athens-2004,Individual women,Women,SILVER,Athlete,NA,Karen COCKBURN,Canada,CA,CAN,2004,athens,NA
Trampoline,athens-2004,Individual women,Women,BRONZE,Athlete,NA,Shanshan HUANG,People's Republic of China,CN,CHN,2004,athens,NA
Trampoline,athens-2004,Individual men,Men,GOLD,Athlete,NA,Yuriy NIKITIN,Ukraine,UA,UKR,2004,athens,NA
Trampoline,athens-2004,Individual men,Men,SILVER,Athlete,NA,Alexander MOSKALENKO,Russian Federation,RU,RUS,2004,athens,NA
Trampoline,athens-2004,Individual men,Men,BRONZE,Athlete,NA,Henrik STEHLIK,Germany,DE,GER,2004,athens,NA
Cycling Road,athens-2004,individual time trial men,Men,GOLD,Athlete,NA,Vyacheslav EKIMOV,Russian Federation,RU,RUS,2004,athens,NA
Cycling Road,athens-2004,individual time trial men,Men,SILVER,Athlete,NA,Bobby JULICH,United States of America,US,USA,2004,athens,NA
Cycling Road,athens-2004,individual time trial men,Men,BRONZE,Athlete,NA,Michael ROGERS,Australia,AU,AUS,2004,athens,NA
Cycling Road,athens-2004,individual road race men,Men,GOLD,Athlete,NA,Paolo BETTINI,Italy,IT,ITA,2004,athens,NA
Cycling Road,athens-2004,individual road race men,Men,SILVER,Athlete,NA,Sergio PAULINHO,Portugal,PT,POR,2004,athens,NA
Cycling Road,athens-2004,individual road race men,Men,BRONZE,Athlete,NA,Axel MERCKX,Belgium,BE,BEL,2004,athens,NA
Cycling Road,athens-2004,individual road race women,Women,GOLD,Athlete,NA,Sara CARRIGAN,Australia,AU,AUS,2004,athens,NA
Cycling Road,athens-2004,individual road race women,Women,SILVER,Athlete,NA,Judith ARNDT,Germany,DE,GER,2004,athens,NA
Cycling Road,athens-2004,individual road race women,Women,BRONZE,Athlete,NA,Olga SLYUSAREVA,Russian Federation,RU,RUS,2004,athens,NA
Cycling Road,athens-2004,individual time trial women,Women,GOLD,Athlete,NA,Leontien ZIJLAARD-VAN MOORSEL,Netherlands,NL,NED,2004,athens,NA
Cycling Road,athens-2004,individual time trial women,Women,SILVER,Athlete,NA,Deirdre DEMET-BARRY,United States of America,US,USA,2004,athens,NA
Cycling Road,athens-2004,individual time trial women,Women,BRONZE,Athlete,NA,Karin THURIG,Switzerland,CH,SUI,2004,athens,NA
Equestrian Eventing,athens-2004,team mixed,Open,GOLD,GameTeam,France team,NA,France,FR,FRA,2004,athens,France team
Equestrian Eventing,athens-2004,team mixed,Open,SILVER,GameTeam,Great Britain team,NA,Great Britain,GB,GBR,2004,athens,Great Britain team
Equestrian Eventing,athens-2004,team mixed,Open,BRONZE,GameTeam,United States team,NA,United States of America,US,USA,2004,athens,United States team
Equestrian Eventing,athens-2004,individual mixed,Open,GOLD,Athlete,NA,Leslie LAW,Great Britain,GB,GBR,2004,athens,NA
Equestrian Eventing,athens-2004,individual mixed,Open,SILVER,Athlete,NA,Kimberly SEVERSON,United States of America,US,USA,2004,athens,NA
Equestrian Eventing,athens-2004,individual mixed,Open,BRONZE,Athlete,NA,Pippa FUNNELL,Great Britain,GB,GBR,2004,athens,NA
Table Tennis,athens-2004,Singles women,Women,GOLD,Athlete,NA,Yining ZHANG,People's Republic of China,CN,CHN,2004,athens,NA
Table Tennis,athens-2004,Singles women,Women,SILVER,Athlete,NA,Hyang Mi KIM,Democratic People's Republic of Korea,KP,PRK,2004,athens,NA
Table Tennis,athens-2004,Singles women,Women,BRONZE,Athlete,NA,Kyung Ah KIM,Republic of Korea,KR,KOR,2004,athens,NA
Table Tennis,athens-2004,Singles men,Men,GOLD,Athlete,NA,Seung Min RYU,Republic of Korea,KR,KOR,2004,athens,NA
Table Tennis,athens-2004,Singles men,Men,SILVER,Athlete,NA,Hao WANG,People's Republic of China,CN,CHN,2004,athens,NA
Table Tennis,athens-2004,Singles men,Men,BRONZE,Athlete,NA,Liqin WANG,People's Republic of China,CN,CHN,2004,athens,NA
Table Tennis,athens-2004,doubles women,Women,GOLD,GameTeam,People's Republic of China team #1,Nan WANG,People's Republic of China,CN,CHN,2004,athens,People s Republic of China team
Table Tennis,athens-2004,doubles women,Women,GOLD,GameTeam,People's Republic of China team #1,Yining ZHANG,People's Republic of China,CN,CHN,2004,athens,People s Republic of China team
Table Tennis,athens-2004,doubles women,Women,SILVER,GameTeam,Republic of Korea team #1,Eun-Sil LEE,Republic of Korea,KR,KOR,2004,athens,Republic of Korea team
Table Tennis,athens-2004,doubles women,Women,SILVER,GameTeam,Republic of Korea team #1,Eun-Mi SUK,Republic of Korea,KR,KOR,2004,athens,Republic of Korea team
Table Tennis,athens-2004,doubles women,Women,BRONZE,GameTeam,People's Republic of China team #2,Yue GUO,People's Republic of China,CN,CHN,2004,athens,People s Republic of China team
Table Tennis,athens-2004,doubles women,Women,BRONZE,GameTeam,People's Republic of China team #2,Jianfeng NIU,People's Republic of China,CN,CHN,2004,athens,People s Republic of China team
Table Tennis,athens-2004,doubles men,Men,GOLD,GameTeam,People's Republic of China team #1,Qi Chen,People's Republic of China,CN,CHN,2004,athens,People s Republic of China team
Table Tennis,athens-2004,doubles men,Men,GOLD,GameTeam,People's Republic of China team #1,Lin MA,People's Republic of China,CN,CHN,2004,athens,People s Republic of China team
Table Tennis,athens-2004,doubles men,Men,SILVER,GameTeam,"Hong Kong, China team #2",Lai Chak KO,"Hong Kong, China",HK,HKG,2004,athens,Hong Kong China team
Table Tennis,athens-2004,doubles men,Men,SILVER,GameTeam,"Hong Kong, China team #2",Ching LI,"Hong Kong, China",HK,HKG,2004,athens,Hong Kong China team
Table Tennis,athens-2004,doubles men,Men,BRONZE,GameTeam,Denmark team,Michael MAZE,Denmark,DK,DEN,2004,athens,Denmark team
Table Tennis,athens-2004,doubles men,Men,BRONZE,GameTeam,Denmark team,Finn TUGWELL,Denmark,DK,DEN,2004,athens,Denmark team
Wrestling,athens-2004,"Lightweight, Freestyle (≤60 kilograms) Men",Men,GOLD,Athlete,NA,Yandro Miguel QUINTANA,Cuba,CU,CUB,2004,athens,NA
Wrestling,athens-2004,"Lightweight, Freestyle (≤60 kilograms) Men",Men,SILVER,Athlete,NA,Masoud Mostafa Jokar,Islamic Republic of Iran,IR,IRI,2004,athens,NA
Wrestling,athens-2004,"Lightweight, Freestyle (≤60 kilograms) Men",Men,BRONZE,Athlete,NA,Kenji INOUE,Japan,JP,JPN,2004,athens,NA
Wrestling,athens-2004,"Heavyweight, Greco-Roman (≤96 kilograms) Men",Men,GOLD,Athlete,NA,Karam GABER IBRAHIM,Egypt,EG,EGY,2004,athens,NA
Wrestling,athens-2004,"Heavyweight, Greco-Roman (≤96 kilograms) Men",Men,SILVER,Athlete,NA,Ramaz NOZADZE,Georgia,GE,GEO,2004,athens,NA
Wrestling,athens-2004,"Heavyweight, Greco-Roman (≤96 kilograms) Men",Men,BRONZE,Athlete,NA,Mehmet OZAL,Turkey,TR,TUR,2004,athens,NA
Wrestling,athens-2004,"Flyweight, Freestyle (≤48 kilograms) Women",Women,GOLD,Athlete,NA,Iryna SHTANHYEYEVA,Ukraine,UA,UKR,2004,athens,NA
Wrestling,athens-2004,"Flyweight, Freestyle (≤48 kilograms) Women",Women,SILVER,Athlete,NA,Chiharu ICHO,Japan,JP,JPN,2004,athens,NA
Wrestling,athens-2004,"Flyweight, Freestyle (≤48 kilograms) Women",Women,BRONZE,Athlete,NA,Patricia MIRANDA,United States of America,US,USA,2004,athens,NA
Wrestling,athens-2004,"Heavyweight, Freestyle (≤72 kilograms) Women",Women,GOLD,Athlete,NA,Xu WANG,People's Republic of China,CN,CHN,2004,athens,NA
Wrestling,athens-2004,"Heavyweight, Freestyle (≤72 kilograms) Women",Women,SILVER,Athlete,NA,Guzel MANYUROVA,Russian Federation,RU,RUS,2004,athens,NA
Wrestling,athens-2004,"Heavyweight, Freestyle (≤72 kilograms) Women",Women,BRONZE,Athlete,NA,Kyoko HAMAGUCHI,Japan,JP,JPN,2004,athens,NA
Wrestling,athens-2004,"Lightweight, Freestyle (≤55 kilograms) Women",Women,GOLD,Athlete,NA,Saori YOSHIDA,Japan,JP,JPN,2004,athens,NA
Wrestling,athens-2004,"Lightweight, Freestyle (≤55 kilograms) Women",Women,SILVER,Athlete,NA,Tonya Lynn VERBEEK,Canada,CA,CAN,2004,athens,NA
Wrestling,athens-2004,"Lightweight, Freestyle (≤55 kilograms) Women",Women,BRONZE,Athlete,NA,Anna GOMIS,France,FR,FRA,2004,athens,NA
Wrestling,athens-2004,"Welterweight, Greco-Roman (≤66 kilograms) Men",Men,GOLD,Athlete,NA,Fərid Mənsurov,Azerbaijan,AZ,AZE,2004,athens,NA
Wrestling,athens-2004,"Welterweight, Greco-Roman (≤66 kilograms) Men",Men,SILVER,Athlete,NA,Seref EROGLU,Turkey,TR,TUR,2004,athens,NA
Wrestling,athens-2004,"Welterweight, Greco-Roman (≤66 kilograms) Men",Men,BRONZE,Athlete,NA,Mkhitar MANUKYAN,Kazakhstan,KZ,KAZ,2004,athens,NA
Wrestling,athens-2004,"Light-Heavyweight, Greco-Roman (≤84 kilograms) Men",Men,GOLD,Athlete,NA,Aleksei MISHIN,Russian Federation,RU,RUS,2004,athens,NA
Wrestling,athens-2004,"Light-Heavyweight, Greco-Roman (≤84 kilograms) Men",Men,SILVER,Athlete,NA,Ara ABRAHAMIAN,Sweden,SE,SWE,2004,athens,NA
Wrestling,athens-2004,"Light-Heavyweight, Greco-Roman (≤84 kilograms) Men",Men,BRONZE,Athlete,NA,Vyacheslav MAKARENKO,Belarus,BY,BLR,2004,athens,NA
Wrestling,athens-2004,"Light-Heavyweight, Freestyle (≤84 kilograms) Men",Men,GOLD,Athlete,NA,Cael SANDERSON,United States of America,US,USA,2004,athens,NA
Wrestling,athens-2004,"Light-Heavyweight, Freestyle (≤84 kilograms) Men",Men,SILVER,Athlete,NA,Ui-Je Mun,Republic of Korea,KR,KOR,2004,athens,NA
Wrestling,athens-2004,"Light-Heavyweight, Freestyle (≤84 kilograms) Men",Men,BRONZE,Athlete,NA,Sazhid SAZHIDOV,Russian Federation,RU,RUS,2004,athens,NA
Wrestling,athens-2004,"Middleweight, Freestyle (≤63 kilograms) Women",Women,GOLD,Athlete,NA,Kaori ICHO,Japan,JP,JPN,2004,athens,NA
Wrestling,athens-2004,"Middleweight, Freestyle (≤63 kilograms) Women",Women,SILVER,Athlete,NA,Sara MCMANN,United States of America,US,USA,2004,athens,NA
Wrestling,athens-2004,"Middleweight, Freestyle (≤63 kilograms) Women",Women,BRONZE,Athlete,NA,Lise LEGRAND,France,FR,FRA,2004,athens,NA
Wrestling,athens-2004,"Featherweight, Freestyle (≤55 kilograms) Men",Men,GOLD,Athlete,NA,Mavlet BATIROV,Russian Federation,RU,RUS,2004,athens,NA
Wrestling,athens-2004,"Featherweight, Freestyle (≤55 kilograms) Men",Men,SILVER,Athlete,NA,Stephen ABAS,United States of America,US,USA,2004,athens,NA
Wrestling,athens-2004,"Featherweight, Freestyle (≤55 kilograms) Men",Men,BRONZE,Athlete,NA,Chikara TANABE,Japan,JP,JPN,2004,athens,NA
Wrestling,athens-2004,"Middleweight, Freestyle (≤74 kilograms) Men",Men,GOLD,Athlete,NA,Buvaysar Saytiyev,Russian Federation,RU,RUS,2004,athens,NA
Wrestling,athens-2004,"Middleweight, Freestyle (≤74 kilograms) Men",Men,SILVER,Athlete,NA,Gennadiy LALIYEV,Kazakhstan,KZ,KAZ,2004,athens,NA
Wrestling,athens-2004,"Middleweight, Freestyle (≤74 kilograms) Men",Men,BRONZE,Athlete,NA,Ivan FUNDORA,Cuba,CU,CUB,2004,athens,NA
Wrestling,athens-2004,"Super-Heavyweight, Greco-Roman (≤120 kilograms) Men",Men,GOLD,Athlete,NA,Khasan BAROEV,Russian Federation,RU,RUS,2004,athens,NA
Wrestling,athens-2004,"Super-Heavyweight, Greco-Roman (≤120 kilograms) Men",Men,SILVER,Athlete,NA,Georgiy TSURTSUMIA,Kazakhstan,KZ,KAZ,2004,athens,NA
Wrestling,athens-2004,"Super-Heavyweight, Greco-Roman (≤120 kilograms) Men",Men,BRONZE,Athlete,NA,Rulon GARDNER,United States of America,US,USA,2004,athens,NA
Wrestling,athens-2004,"Lightweight, Greco-Roman (≤60 kilograms) Men",Men,GOLD,Athlete,NA,Ji-Hyeon Jeong,Republic of Korea,KR,KOR,2004,athens,NA
Wrestling,athens-2004,"Lightweight, Greco-Roman (≤60 kilograms) Men",Men,SILVER,Athlete,NA,Roberto MONZON,Cuba,CU,CUB,2004,athens,NA
Wrestling,athens-2004,"Lightweight, Greco-Roman (≤60 kilograms) Men",Men,BRONZE,Athlete,NA,Armen NAZARYAN,Bulgaria,BG,BUL,2004,athens,NA
Wrestling,athens-2004,"Heavyweight, Freestyle (≤96 kilograms) Men",Men,GOLD,Athlete,NA,Khadzhimurat GATCALOV,Russian Federation,RU,RUS,2004,athens,NA
Wrestling,athens-2004,"Heavyweight, Freestyle (≤96 kilograms) Men",Men,SILVER,Athlete,NA,Magomed IBRAGIMOV,Uzbekistan,UZ,UZB,2004,athens,NA
Wrestling,athens-2004,"Heavyweight, Freestyle (≤96 kilograms) Men",Men,BRONZE,Athlete,NA,Alireza HEIDARI,Islamic Republic of Iran,IR,IRI,2004,athens,NA
Wrestling,athens-2004,"Super-Heavyweight, Freestyle (≤120 kilograms) Men",Men,GOLD,Athlete,NA,Artur TAYMAZOV,Uzbekistan,UZ,UZB,2004,athens,NA
Wrestling,athens-2004,"Super-Heavyweight, Freestyle (≤120 kilograms) Men",Men,SILVER,Athlete,NA,Alireza REZAEI,Islamic Republic of Iran,IR,IRI,2004,athens,NA
Wrestling,athens-2004,"Super-Heavyweight, Freestyle (≤120 kilograms) Men",Men,BRONZE,Athlete,NA,Aydın Polatçı,Turkey,TR,TUR,2004,athens,NA
Wrestling,athens-2004,"Welterweight, Freestyle (≤66 kilograms) Men",Men,GOLD,Athlete,NA,Elbrus TEDEYEV,Ukraine,UA,UKR,2004,athens,NA
Wrestling,athens-2004,"Welterweight, Freestyle (≤66 kilograms) Men",Men,SILVER,Athlete,NA,Jamill KELLY,United States of America,US,USA,2004,athens,NA
Wrestling,athens-2004,"Welterweight, Freestyle (≤66 kilograms) Men",Men,BRONZE,Athlete,NA,Makhach MURTAZALIEV,Russian Federation,RU,RUS,2004,athens,NA
Wrestling,athens-2004,"Middleweight, Greco-Roman (≤74 kilograms) Men",Men,GOLD,Athlete,NA,Aleksandr Dokturishvili,Uzbekistan,UZ,UZB,2004,athens,NA
Wrestling,athens-2004,"Middleweight, Greco-Roman (≤74 kilograms) Men",Men,SILVER,Athlete,NA,Marko YLI-HANNUKSELA,Finland,FI,FIN,2004,athens,NA
Wrestling,athens-2004,"Middleweight, Greco-Roman (≤74 kilograms) Men",Men,BRONZE,Athlete,NA,Varteres SAMURGASHEV,Russian Federation,RU,RUS,2004,athens,NA
Wrestling,athens-2004,"Featherweight, Greco-Roman (≤55 kilograms) Men",Men,GOLD,Athlete,NA,Istvan MAJOROS,Hungary,HU,HUN,2004,athens,NA
Wrestling,athens-2004,"Featherweight, Greco-Roman (≤55 kilograms) Men",Men,SILVER,Athlete,NA,Gaydar Mamedaliyev,Russian Federation,RU,RUS,2004,athens,NA
Wrestling,athens-2004,"Featherweight, Greco-Roman (≤55 kilograms) Men",Men,BRONZE,Athlete,NA,Artiom KIOUREGKIAN,Greece,GR,GRE,2004,athens,NA
Taekwondo,athens-2004,57 - 67 kg women,Women,GOLD,Athlete,NA,Wei LUO,People's Republic of China,CN,CHN,2004,athens,NA
Taekwondo,athens-2004,57 - 67 kg women,Women,SILVER,Athlete,NA,Elisavet MYSTAKIDOU,Greece,GR,GRE,2004,athens,NA
Taekwondo,athens-2004,57 - 67 kg women,Women,BRONZE,Athlete,NA,Kyung Seon HWANG,Republic of Korea,KR,KOR,2004,athens,NA
Taekwondo,athens-2004,Athens 2004 Taekwondo - 58 kg men,Men,GOLD,Athlete,NA,Mu-Yen CHU,Chinese Taipei,TW,TPE,2004,athens,NA
Taekwondo,athens-2004,Athens 2004 Taekwondo - 58 kg men,Men,SILVER,Athlete,NA,Oscar Francisco SALAZAR BLANCO,Mexico,MX,MEX,2004,athens,NA
Taekwondo,athens-2004,Athens 2004 Taekwondo - 58 kg men,Men,BRONZE,Athlete,NA,Tamer BAYOUMI,Egypt,EG,EGY,2004,athens,NA
Taekwondo,athens-2004,58 - 68 kg men,Men,GOLD,Athlete,NA,Hadi SAEIBONEHKOHAL,Islamic Republic of Iran,IR,IRI,2004,athens,NA
Taekwondo,athens-2004,58 - 68 kg men,Men,SILVER,Athlete,NA,Chih Hsiung HUANG,Chinese Taipei,TW,TPE,2004,athens,NA
Taekwondo,athens-2004,58 - 68 kg men,Men,BRONZE,Athlete,NA,Myeong Seob SONG,Republic of Korea,KR,KOR,2004,athens,NA
Taekwondo,athens-2004,Athens 2004 Taekwondo - 49 kg women,Women,GOLD,Athlete,NA,Shih Hsin CHEN,Chinese Taipei,TW,TPE,2004,athens,NA
Taekwondo,athens-2004,Athens 2004 Taekwondo - 49 kg women,Women,SILVER,Athlete,NA,Yanelis Yuliet LABRADA DIAZ,Cuba,CU,CUB,2004,athens,NA
Taekwondo,athens-2004,Athens 2004 Taekwondo - 49 kg women,Women,BRONZE,Athlete,NA,Yaowapa BOORAPOLCHAI,Thailand,TH,THA,2004,athens,NA
Taekwondo,athens-2004,68 - 80 kg men,Men,GOLD,Athlete,NA,Steven LOPEZ,United States of America,US,USA,2004,athens,NA
Taekwondo,athens-2004,68 - 80 kg men,Men,SILVER,Athlete,NA,Bahri TANRIKULU,Turkey,TR,TUR,2004,athens,NA
Taekwondo,athens-2004,68 - 80 kg men,Men,BRONZE,Athlete,NA,Yousef KARAMI,Islamic Republic of Iran,IR,IRI,2004,athens,NA
Taekwondo,athens-2004,49 - 57 kg women,Women,GOLD,Athlete,NA,Ji Won JANG,Republic of Korea,KR,KOR,2004,athens,NA
Taekwondo,athens-2004,49 - 57 kg women,Women,SILVER,Athlete,NA,Nia ABDALLAH,United States of America,US,USA,2004,athens,NA
Taekwondo,athens-2004,49 - 57 kg women,Women,BRONZE,Athlete,NA,Iridia SALAZAR BLANCO,Mexico,MX,MEX,2004,athens,NA
Taekwondo,athens-2004,80 kg men,Men,GOLD,Athlete,NA,Dae-Seong Mun,Republic of Korea,KR,KOR,2004,athens,NA
Taekwondo,athens-2004,80 kg men,Men,SILVER,Athlete,NA,Alexandros NIKOLAIDIS,Greece,GR,GRE,2004,athens,NA
Taekwondo,athens-2004,80 kg men,Men,BRONZE,Athlete,NA,Pascal GENTIL,France,FR,FRA,2004,athens,NA
Taekwondo,athens-2004,67 kg women,Women,GOLD,Athlete,NA,Zhong CHEN,People's Republic of China,CN,CHN,2004,athens,NA
Taekwondo,athens-2004,67 kg women,Women,SILVER,Athlete,NA,Myriam BAVEREL,France,FR,FRA,2004,athens,NA
Taekwondo,athens-2004,67 kg women,Women,BRONZE,Athlete,NA,Adriana CARMONA GUTIERREZ,Venezuela,VE,VEN,2004,athens,NA
Cycling Track,athens-2004,points race women,Women,GOLD,Athlete,NA,Olga SLYUSAREVA,Russian Federation,RU,RUS,2004,athens,NA
Cycling Track,athens-2004,points race women,Women,SILVER,Athlete,NA,Belem GUERRERO MENDEZ,Mexico,MX,MEX,2004,athens,NA
Cycling Track,athens-2004,points race women,Women,BRONZE,Athlete,NA,Maria Luisa CALLE WILLIAMS,Colombia,CO,COL,2004,athens,NA
Cycling Track,athens-2004,Individual Pursuit men,Men,GOLD,Athlete,NA,Bradley WIGGINS,Great Britain,GB,GBR,2004,athens,NA
Cycling Track,athens-2004,Individual Pursuit men,Men,SILVER,Athlete,NA,Bradley MCGEE,Australia,AU,AUS,2004,athens,NA
Cycling Track,athens-2004,Individual Pursuit men,Men,BRONZE,Athlete,NA,Sergi ESCOBAR,Spain,ES,ESP,2004,athens,NA
Cycling Track,athens-2004,individual pursuit women,Women,GOLD,Athlete,NA,Sarah ULMER,New Zealand,NZ,NZL,2004,athens,NA
Cycling Track,athens-2004,individual pursuit women,Women,SILVER,Athlete,NA,Katie MACTIER,Australia,AU,AUS,2004,athens,NA
Cycling Track,athens-2004,individual pursuit women,Women,BRONZE,Athlete,NA,Leontien ZIJLAARD-VAN MOORSEL,Netherlands,NL,NED,2004,athens,NA
Cycling Track,athens-2004,Keirin men,Men,GOLD,Athlete,NA,Ryan BAYLEY,Australia,AU,AUS,2004,athens,NA
Cycling Track,athens-2004,Keirin men,Men,SILVER,Athlete,NA,Jose ESCUREDO,Spain,ES,ESP,2004,athens,NA
Cycling Track,athens-2004,Keirin men,Men,BRONZE,Athlete,NA,Shane KELLY,Australia,AU,AUS,2004,athens,NA
Cycling Track,athens-2004,Team Pursuit 4000m men,Men,GOLD,GameTeam,Australia team,NA,Australia,AU,AUS,2004,athens,Australia team
